Policy ID,Mapped Section,Confidence,Rationale,Source,Status,Description
7a283e4c-0137-474c-a778-3cdb8fdd6ce3,4.5 Non-Production Environments,65,"Matched with '4.5 Non-Production Environments' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7a43a61b-ebce-4d88-a9d5-90d6affb1431,,24,No confident mapping found. Lexical and semantic similarity scores are below the threshold.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7a43a61b-ebce-4d88-a9d5-90d6affb1431,4.10 Resource Access,47,Matched with '4.10 Resource Access' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7a43a61b-ebce-4d88-a9d5-90d6affb1431,4.10 Resource Access,61,"Matched with '4.10 Resource Access' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7a506ab4-d0a2-48ee-a6f5-75a97f11397d,4.10 Resource Access,31,High confidence match with '4.10 Resource Access'. The policy shares key concepts and lexical terms like: access.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7a506ab4-d0a2-48ee-a6f5-75a97f11397d,4.17 Asset Tags,52,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7a506ab4-d0a2-48ee-a6f5-75a97f11397d,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7a639003-05d4-42c7-8ee1-d8c885fce81b,4.19 Cloud Work Planning,31,High confidence match with '4.19 Cloud Work Planning'. The policy shares key concepts and lexical terms like: cloud.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7a639003-05d4-42c7-8ee1-d8c885fce81b,4.17 Asset Tags,53,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7a639003-05d4-42c7-8ee1-d8c885fce81b,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7a6808fc-ce94-4bf2-b37d-a2f15a954786,4.8 Security Principals for CSP Administration,28,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: for.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7a6808fc-ce94-4bf2-b37d-a2f15a954786,4.14 Logging,54,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7a6808fc-ce94-4bf2-b37d-a2f15a954786,4.14 Logging,66,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7a7ba813-63aa-4cbe-afbe-3a73e1e92589,4.13 Technology Approval and Third-Party Components,26,High confidence match with '4.13 Technology Approval and Third-Party Components'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7a7ba813-63aa-4cbe-afbe-3a73e1e92589,4.17 Asset Tags,50,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7a7ba813-63aa-4cbe-afbe-3a73e1e92589,4.17 Asset Tags,64,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7abb5fbc-228b-4419-bf44-3d754c203268,4.8 Security Principals for CSP Administration,25,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7abb5fbc-228b-4419-bf44-3d754c203268,4.5 Non-Production Environments,51,Matched with '4.5 Non-Production Environments' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7abb5fbc-228b-4419-bf44-3d754c203268,4.5 Non-Production Environments,64,"Matched with '4.5 Non-Production Environments' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7ad299d9-0dcb-41ce-9f66-0a30c5700b13,4.19 Cloud Work Planning,34,High confidence match with '4.19 Cloud Work Planning'. The policy shares key concepts and lexical terms like: cloud.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7ad299d9-0dcb-41ce-9f66-0a30c5700b13,4.17 Asset Tags,55,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7ad299d9-0dcb-41ce-9f66-0a30c5700b13,4.17 Asset Tags,67,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7ae69a11-ae24-4883-aba9-b230ba90a5c8,4.7 Identity and Access Management,36,High confidence match with '4.7 Identity and Access Management'. The policy shares key concepts and lexical terms like: identity.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7ae69a11-ae24-4883-aba9-b230ba90a5c8,4.4 Approved CSPs,52,Matched with '4.4 Approved CSPs' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7ae69a11-ae24-4883-aba9-b230ba90a5c8,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7afdb939-4a9a-45b0-ba3b-f81dec86bc76,4.8 Security Principals for CSP Administration,26,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7afdb939-4a9a-45b0-ba3b-f81dec86bc76,4.17 Asset Tags,52,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7afdb939-4a9a-45b0-ba3b-f81dec86bc76,4.17 Asset Tags,64,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7b025835-c70a-432b-8ee3-d791db453691,4.1 Roles and Responsibilities,27,High confidence match with '4.1 Roles and Responsibilities'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7b025835-c70a-432b-8ee3-d791db453691,4.17 Asset Tags,52,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7b025835-c70a-432b-8ee3-d791db453691,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7b0539b4-5fe4-4322-aff0-1535b24722db,4.1 Roles and Responsibilities,35,High confidence match with '4.1 Roles and Responsibilities'. The policy shares key concepts and lexical terms like: roles.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7b0539b4-5fe4-4322-aff0-1535b24722db,1.0 Overview,50,Matched with '1.0 Overview' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7b0539b4-5fe4-4322-aff0-1535b24722db,4.14 Logging,63,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7b0df373-006a-40d6-9f3d-68e6ea0bdd5d,4.13 Technology Approval and Third-Party Components,25,High confidence match with '4.13 Technology Approval and Third-Party Components'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7b0df373-006a-40d6-9f3d-68e6ea0bdd5d,4.17 Asset Tags,51,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7b0df373-006a-40d6-9f3d-68e6ea0bdd5d,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7b14d2f7-0632-4adf-97c9-8c88b1d7f084,,23,No confident mapping found. Lexical and semantic similarity scores are below the threshold.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7b14d2f7-0632-4adf-97c9-8c88b1d7f084,4.17 Asset Tags,52,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7b14d2f7-0632-4adf-97c9-8c88b1d7f084,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7b3e8f84-6c60-411e-b6f9-c3182681fc24,4.19 Cloud Work Planning,31,High confidence match with '4.19 Cloud Work Planning'. The policy shares key concepts and lexical terms like: cloud.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7b3e8f84-6c60-411e-b6f9-c3182681fc24,4.17 Asset Tags,50,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7b3e8f84-6c60-411e-b6f9-c3182681fc24,4.17 Asset Tags,63,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7b3f1bcd-04e2-4122-a734-fc906f55e220,4.19 Cloud Work Planning,35,High confidence match with '4.19 Cloud Work Planning'. The policy shares key concepts and lexical terms like: cloud.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7b3f1bcd-04e2-4122-a734-fc906f55e220,4.17 Asset Tags,52,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7b3f1bcd-04e2-4122-a734-fc906f55e220,4.17 Asset Tags,64,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7b9217dd-4691-49b7-9f54-7f365541ce64,2.1 Shared Responsibility Model,25,High confidence match with '2.1 Shared Responsibility Model'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7b9217dd-4691-49b7-9f54-7f365541ce64,4.17 Asset Tags,55,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7b9217dd-4691-49b7-9f54-7f365541ce64,4.17 Asset Tags,67,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7b9eae9c-0cd5-4b5f-aeff-d1c95e4869ef,4.8 Security Principals for CSP Administration,32,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: for.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7b9eae9c-0cd5-4b5f-aeff-d1c95e4869ef,4.17 Asset Tags,54,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7b9eae9c-0cd5-4b5f-aeff-d1c95e4869ef,4.17 Asset Tags,66,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7bb26db4-91c5-4afb-b0fe-57df4251640d,4.8 Security Principals for CSP Administration,26,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7bb26db4-91c5-4afb-b0fe-57df4251640d,6.0 Exceptions,50,Matched with '6.0 Exceptions' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7bb26db4-91c5-4afb-b0fe-57df4251640d,4.15 SIEM Integration,63,"Matched with '4.15 SIEM Integration' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7bf4a5a8-78ad-4f21-9361-0fbc0efc4db1,4.13 Technology Approval and Third-Party Components,25,High confidence match with '4.13 Technology Approval and Third-Party Components'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7bf4a5a8-78ad-4f21-9361-0fbc0efc4db1,6.0 Exceptions,47,Matched with '6.0 Exceptions' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7bf4a5a8-78ad-4f21-9361-0fbc0efc4db1,6.0 Exceptions,61,"Matched with '6.0 Exceptions' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7bf83882-02ad-4f79-803c-ed4588e166cd,4.10 Resource Access,34,High confidence match with '4.10 Resource Access'. The policy shares key concepts and lexical terms like: resource.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7bf83882-02ad-4f79-803c-ed4588e166cd,4.5 Non-Production Environments,50,Matched with '4.5 Non-Production Environments' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7bf83882-02ad-4f79-803c-ed4588e166cd,4.5 Non-Production Environments,64,"Matched with '4.5 Non-Production Environments' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7c042664-aedb-48a2-aaaf-f8558810300c,4.7 Identity and Access Management,25,High confidence match with '4.7 Identity and Access Management'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7c042664-aedb-48a2-aaaf-f8558810300c,4.4 Approved CSPs,53,Matched with '4.4 Approved CSPs' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7c042664-aedb-48a2-aaaf-f8558810300c,4.4 Approved CSPs,65,"Matched with '4.4 Approved CSPs' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7c24e2c1-3ef1-49bf-aaf4-f1a8e5459186,4.12 Production Access Management,26,High confidence match with '4.12 Production Access Management'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7c24e2c1-3ef1-49bf-aaf4-f1a8e5459186,1.0 Overview,49,Matched with '1.0 Overview' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7c24e2c1-3ef1-49bf-aaf4-f1a8e5459186,1.0 Overview,63,"Matched with '1.0 Overview' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7c41236b-3812-4065-bc2b-57d831fbb876,4.1 Roles and Responsibilities,26,High confidence match with '4.1 Roles and Responsibilities'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7c41236b-3812-4065-bc2b-57d831fbb876,4.17 Asset Tags,48,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7c41236b-3812-4065-bc2b-57d831fbb876,4.17 Asset Tags,62,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7c6ea43f-6b73-47f0-a11b-86cf8347c427,4.1 Roles and Responsibilities,26,High confidence match with '4.1 Roles and Responsibilities'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7c6ea43f-6b73-47f0-a11b-86cf8347c427,4.17 Asset Tags,49,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7c6ea43f-6b73-47f0-a11b-86cf8347c427,4.17 Asset Tags,63,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7c714cb4-3d47-4c32-98d4-c13f92ce4ec5,2.1 Shared Responsibility Model,25,High confidence match with '2.1 Shared Responsibility Model'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7c714cb4-3d47-4c32-98d4-c13f92ce4ec5,1.0 Overview,52,Matched with '1.0 Overview' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7c714cb4-3d47-4c32-98d4-c13f92ce4ec5,1.0 Overview,66,"Matched with '1.0 Overview' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7c7ba054-0fda-48da-a20a-1ace72e62d80,4.8 Security Principals for CSP Administration,26,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7c7ba054-0fda-48da-a20a-1ace72e62d80,4.13 Technology Approval and Third-Party Components,52,Matched with '4.13 Technology Approval and Third-Party Components' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7c7ba054-0fda-48da-a20a-1ace72e62d80,4.13 Technology Approval and Third-Party Components,66,"Matched with '4.13 Technology Approval and Third-Party Components' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7c7d7688-75de-4fbe-8409-a2e81aeb1904,4.3 Oversight and Accountability,30,High confidence match with '4.3 Oversight and Accountability'. The policy shares key concepts and lexical terms like: and.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7c7d7688-75de-4fbe-8409-a2e81aeb1904,4.14 Logging,53,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7c7d7688-75de-4fbe-8409-a2e81aeb1904,4.14 Logging,66,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7ca5af2c-d18d-4004-9ad4-9c1fbfcab218,4.5 Non-Production Environments,45,High confidence match with '4.5 Non-Production Environments'. The policy shares key concepts and lexical terms like: 45.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7ca5af2c-d18d-4004-9ad4-9c1fbfcab218,4.12 Production Access Management,55,Matched with '4.12 Production Access Management' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7ca5af2c-d18d-4004-9ad4-9c1fbfcab218,4.13 Technology Approval and Third-Party Components,66,"Matched with '4.13 Technology Approval and Third-Party Components' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7cbba17c-f37e-4594-9d6f-5cb09225de0a,4.3 Oversight and Accountability,25,High confidence match with '4.3 Oversight and Accountability'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7cbba17c-f37e-4594-9d6f-5cb09225de0a,1.0 Overview,51,Matched with '1.0 Overview' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7cbba17c-f37e-4594-9d6f-5cb09225de0a,1.0 Overview,65,"Matched with '1.0 Overview' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7cbdd249-2a2b-42f8-aaae-b0d719912037,4.10 Resource Access,41,"High confidence match with '4.10 Resource Access'. The policy shares key concepts and lexical terms like: resource, access.",Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7cbdd249-2a2b-42f8-aaae-b0d719912037,2.1 Shared Responsibility Model,54,Matched with '2.1 Shared Responsibility Model' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7cbdd249-2a2b-42f8-aaae-b0d719912037,2.1 Shared Responsibility Model,66,"Matched with '2.1 Shared Responsibility Model' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7cc1b5f7-f646-4f9d-b5fe-7396f5f328f2,4.10 Resource Access,33,High confidence match with '4.10 Resource Access'. The policy shares key concepts and lexical terms like: access.,Weighted,Consistent,All mappings agree on section: 4.10 Resource Access
7cc1b5f7-f646-4f9d-b5fe-7396f5f328f2,4.10 Resource Access,54,Matched with '4.10 Resource Access' using combined semantic and lexical similarity.,HF Lexical,Consistent,All mappings agree on section: 4.10 Resource Access
7cc1b5f7-f646-4f9d-b5fe-7396f5f328f2,4.10 Resource Access,66,"Matched with '4.10 Resource Access' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Consistent,All mappings agree on section: 4.10 Resource Access
7cc2b77b-ad71-4a84-8cab-66b2b04eea5f,,24,No confident mapping found. Lexical and semantic similarity scores are below the threshold.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7cc2b77b-ad71-4a84-8cab-66b2b04eea5f,4.4 Approved CSPs,48,Matched with '4.4 Approved CSPs' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7cc2b77b-ad71-4a84-8cab-66b2b04eea5f,4.17 Asset Tags,61,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7cc2ce80-3cab-457f-bb62-a52d973ec7ce,4.8 Security Principals for CSP Administration,26,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7cc2ce80-3cab-457f-bb62-a52d973ec7ce,4.12 Production Access Management,51,Matched with '4.12 Production Access Management' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7cc2ce80-3cab-457f-bb62-a52d973ec7ce,4.12 Production Access Management,65,"Matched with '4.12 Production Access Management' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7cc86b56-dbe0-45a4-98d0-1b982cbce03c,4.7 Identity and Access Management,26,High confidence match with '4.7 Identity and Access Management'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7cc86b56-dbe0-45a4-98d0-1b982cbce03c,4.17 Asset Tags,52,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7cc86b56-dbe0-45a4-98d0-1b982cbce03c,4.17 Asset Tags,65,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7cc87c0f-aeb7-4397-9ee7-c90eaf24e770,4.3 Oversight and Accountability,25,High confidence match with '4.3 Oversight and Accountability'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7cc87c0f-aeb7-4397-9ee7-c90eaf24e770,4.17 Asset Tags,54,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7cc87c0f-aeb7-4397-9ee7-c90eaf24e770,4.17 Asset Tags,67,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7cefd0ab-99b8-4f69-b9f7-55b0db2f0a8f,4.8 Security Principals for CSP Administration,25,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7cefd0ab-99b8-4f69-b9f7-55b0db2f0a8f,4.17 Asset Tags,51,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7cefd0ab-99b8-4f69-b9f7-55b0db2f0a8f,4.17 Asset Tags,64,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7cf1e887-03d8-4c5a-bc8f-400c3b23be6c,4.8 Security Principals for CSP Administration,26,High confidence match with '4.8 Security Principals for CSP Administration'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7cf1e887-03d8-4c5a-bc8f-400c3b23be6c,5.0 Enforcement,51,Matched with '5.0 Enforcement' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7cf1e887-03d8-4c5a-bc8f-400c3b23be6c,5.0 Enforcement,64,"Matched with '5.0 Enforcement' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7d0fb1b6-a64b-4ac8-90b8-42cfd737c258,4.19 Cloud Work Planning,32,High confidence match with '4.19 Cloud Work Planning'. The policy shares key concepts and lexical terms like: cloud.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7d0fb1b6-a64b-4ac8-90b8-42cfd737c258,4.17 Asset Tags,51,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7d0fb1b6-a64b-4ac8-90b8-42cfd737c258,4.17 Asset Tags,64,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7d3a72d0-b99c-4007-ae56-caa379a140bb,5.0 Enforcement,38,High confidence match with '5.0 Enforcement'. The policy shares key concepts and lexical terms like: enforcement.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7d3a72d0-b99c-4007-ae56-caa379a140bb,4.17 Asset Tags,53,Matched with '4.17 Asset Tags' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7d3a72d0-b99c-4007-ae56-caa379a140bb,4.17 Asset Tags,66,"Matched with '4.17 Asset Tags' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7d672908-064b-4d17-af1d-bea9d94ebf3f,4.7 Identity and Access Management,25,High confidence match with '4.7 Identity and Access Management'. The policy shares key concepts and lexical terms like: .,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7d672908-064b-4d17-af1d-bea9d94ebf3f,2.1 Shared Responsibility Model,55,Matched with '2.1 Shared Responsibility Model' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7d672908-064b-4d17-af1d-bea9d94ebf3f,2.1 Shared Responsibility Model,67,"Matched with '2.1 Shared Responsibility Model' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7d738f3d-90c9-4af4-859b-fe11038c77d2,4.11 Privileged Identity Management,40,High confidence match with '4.11 Privileged Identity Management'. The policy shares key concepts and lexical terms like: privileged.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7d738f3d-90c9-4af4-859b-fe11038c77d2,4.14 Logging,53,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
7d738f3d-90c9-4af4-859b-fe11038c77d2,4.14 Logging,66,"Matched with '4.14 Logging' using combined semantic, lexical, embedding, and feedback scores.",Advanced,Varied,Mappings differ across sources. Selected highest confidence section.
7d8283ff-d4c2-40c4-b029-7ed558bc1f3b,4.3 Oversight and Accountability,44,High confidence match with '4.3 Oversight and Accountability'. The policy shares key concepts and lexical terms like: and.,Weighted,Varied,Mappings differ across sources. Selected highest confidence section.
7d8283ff-d4c2-40c4-b029-7ed558bc1f3b,4.14 Logging,54,Matched with '4.14 Logging' using combined semantic and lexical similarity.,HF Lexical,Varied,Mappings differ across sources. Selected highest confidence section.
