CSV Source,Policy Name,Mapped Section,Confidence,Accuracy,AI Rationale
mapped_policies_output_hf_lexical.csv,Data breach risk due to sensitive data in AWS S3 bucket that is publicly writable,Page 4,0.89,High,Content mapped to PDF section on page 4 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Data destruction risk due to a publicly exposed and vulnerable Azure Virtual Machine instance with data destruction permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Data destruction risk due to a publicly exposed and vulnerable GCP VM instance with delete permissions,Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,Data destruction risk due to a publicly exposed unauthenticated AWS Lambda function with unrestricted data destruction permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Data destruction risk due to malware affected AWS EC2 instance with data destruction permissions,Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,Data destruction risk due to malware affected Azure Virtual Machine with data destruction permissions,Page 4,0.77,High,Content mapped to PDF section on page 4 with confidence 0.77.
mapped_policies_output_hf_lexical.csv,Data destruction risk due to publicly exposed and vulnerable AWS EC2 instance with data destruction permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Data destruction risk due to sensitive data in AWS S3 bucket publicly accessible not configured with MFA delete,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Data exfiltration allowed without resource constraints,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Data exfiltration or destruction risk due to a publicly exposed and vulnerable Azure Virtual Machine with hazardous Storage account permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Data exfiltration risk due to AWS EC2 instance with unusual usage of instance role credentials and s3:GetObject and s3:ListBucket permissions,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Data exfiltration risk due to a publicly exposed AWS EC2 instance with s3:GetObject and s3:ListBucket permissions and not configured to use Metadata Service v2 (IMDSv2),Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Data exfiltration risk due to malware in AWS EC2 instance with s3:GetObject & s3:ListBucket permissions,Page 4,0.78,High,Content mapped to PDF section on page 4 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,Data exfiltration risk due to publicly exposed admin ports on AWS EC2 instance with s3:GetObject and s3:ListBucket permissions,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Data exposure and data loss risk due to a publicly exposed and vulnerable AWS EC2 instance with permissions over sensitive S3 configuration,Page 4,0.75,High,Content mapped to PDF section on page 4 with confidence 0.75.
mapped_policies_output_hf_lexical.csv,Data exposure and data loss risk due to a publicly exposed unauthenticated AWS Lambda function with permissions over sensitive S3 configuration,Page 4,0.74,High,Content mapped to PDF section on page 4 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,Data exposure risk due to AWS S3 bucket containing sensitive information and not configured with secure data transport policy,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Data exposure risk due to AWS S3 hosting static website contains sensitive information,Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Data exposure risk due to Azure Storage account containing sensitive information and not configured with secure transfer,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Data exposure risk due to sensitive data in AWS S3 bucket that allows access to any principal,Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,Data exposure risk due to sensitive data in AWS S3 bucket that is accessible to any authenticated user,Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,Data exposure risk due to sensitive data in AWS S3 bucket that is publicly accessible through IAM policies,Page 4,0.78,High,Content mapped to PDF section on page 4 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,Data exposure risk due to sensitive data in AWS S3 bucket that is publicly readable,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Data source IAM policy document allows all resources with restricted actions,Page 4,0.9,High,Content mapped to PDF section on page 4 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,DataSync Location Object Storage exposes secrets,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Databricks Authentication Token detected in code,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Default GitHub Actions workflow permissions in the organization set to `read and write`,Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Default GitHub Actions workflow permissions in the repository set to `read and write`,Page 4,0.87,High,Content mapped to PDF section on page 4 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Default Kubernetes service accounts are actively used by bounding to a role or cluster role,Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,Default Service Account is used at folder level,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Default Service Account is used at organization level,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Default Service Account is used at project level,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Default VPC is planned to be provisioned,Page 2,0.9,High,Content mapped to PDF section on page 2 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Default branch does not require signed commits in GitHub,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Default namespace is used,Page 2,0.73,High,Content mapped to PDF section on page 2 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Default service accounts are actively used,Page 2,0.94,High,Content mapped to PDF section on page 2 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Deletion protection disabled for load balancer,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Deletion protection for Spanner Database is disabled,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) exploitation attempt on AWS EC2 instance with known exploitable vulnerability [WordPress, CVE-2018-6389]",Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) exploitation attempt on Azure Virtual Machine with known exploitable vulnerability [WordPress, CVE-2018-6389]",Page 4,0.72,High,Content mapped to PDF section on page 4 with confidence 0.72.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) exploitation attempt on GCP VM with known exploitable vulnerability [WordPress, CVE-2018-6389]",Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable AWS EC2 instance [Java Spring Framework, CVE-2021-22119]",Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable AWS EC2 instance [Python, CVE-2021-20270]",Page 4,0.84,High,Content mapped to PDF section on page 4 with confidence 0.84.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable AWS Lambda function [Java Spring Framework, CVE-2021-22119]",Page 4,0.77,High,Content mapped to PDF section on page 4 with confidence 0.77.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable AWS Lambda function [Python, CVE-2021-20270]",Page 4,0.82,High,Content mapped to PDF section on page 4 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable Azure Function [Java Spring Framework, CVE-2021-22119]",Page 4,0.78,High,Content mapped to PDF section on page 4 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable Azure Function [Python, CVE-2021-20270]",Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable Azure Virtual Machine [Java Spring Framework, CVE-2021-22119]",Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable Azure Virtual Machine [Python, CVE-2021-20270]",Page 4,0.81,High,Content mapped to PDF section on page 4 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable GCP Cloud Function [Java Spring Framework, CVE-2021-22119]",Page 4,0.77,High,Content mapped to PDF section on page 4 with confidence 0.77.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable GCP Cloud Function [Python, CVE-2021-20270]",Page 4,0.83,High,Content mapped to PDF section on page 4 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable GCP VM instance [Java Spring Framework, CVE-2021-22119]",Page 4,0.78,High,Content mapped to PDF section on page 4 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,"Denial of Service (DoS) risk due to publicly exposed and vulnerable GCP VM instance [Python, CVE-2021-20270]",Page 4,0.84,High,Content mapped to PDF section on page 4 with confidence 0.84.
mapped_policies_output_hf_lexical.csv,DenyIntelMode for Azure Firewalls is not set to Deny,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Deprecated package used in NPM project of a Bitbucket repository,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Deprecated package used in NPM project of a GitHub repository,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Deprecated package used in NPM project of a GitLab repository,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Deprecated package used in NPM project of an Azure repository,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Deserialization of untrusted data,Page 2,0.85,High,Content mapped to PDF section on page 2 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Detection of XSS vulnerability,Page 3,0.81,High,Content mapped to PDF section on page 3 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,Detects instances of new Buffer(),Page 3,0.81,High,Content mapped to PDF section on page 3 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,DigitalOcean Token detected in code,Page 2,0.86,High,Content mapped to PDF section on page 2 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Direct Poisoned Pipeline Execution,Page 2,0.86,High,Content mapped to PDF section on page 2 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Direct Poisoned Pipeline Execution by outside collaborators,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,"Directory Traversal risk due to publicly exposed and vulnerable AWS EC2 instance (ONNX, CVE-2024-27318, CVE-2022-25882)",Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,"Directory Traversal risk due to publicly exposed and vulnerable Azure Virtual Machine (ONNX, CVE-2024-27318, CVE-2022-25882)",Page 4,0.82,High,Content mapped to PDF section on page 4 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,"Directory Traversal risk due to publicly exposed and vulnerable GCP VM instance (ONNX, CVE-2024-27318, CVE-2022-25882)",Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Disable Server Response Inspection (DSRI) enabled in security policies for Palo Alto Networks devices,Page 4,0.79,High,Content mapped to PDF section on page 4 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,Disabled Ansible URI certificate validation,Page 2,0.96,High,Content mapped to PDF section on page 2 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Discord Token detected in code,Page 3,0.8,High,Content mapped to PDF section on page 3 with confidence 0.8.
mapped_policies_output_hf_lexical.csv,Discord Webhook URL detected in code,Page 2,0.86,High,Content mapped to PDF section on page 2 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,DocDB Global Cluster is not encrypted at rest,Page 3,0.95,High,Content mapped to PDF section on page 3 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,DocDB TLS is disabled,Page 2,0.66,Medium,Content mapped to PDF section on page 2 with confidence 0.66.
mapped_policies_output_hf_lexical.csv,DocDB does not have audit logs enabled,Page 2,0.87,High,Content mapped to PDF section on page 2 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Docker APT is used,Page 2,0.61,Medium,Content mapped to PDF section on page 2 with confidence 0.61.
mapped_policies_output_hf_lexical.csv,Docker From alias is not unique for multistage builds,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Docker Swarm Join Token detected in code,Page 2,0.9,High,Content mapped to PDF section on page 2 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Docker Swarm Unlock Key detected in code,Page 2,0.9,High,Content mapped to PDF section on page 2 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Docker WORKDIR values are not absolute paths,Page 3,0.95,High,Content mapped to PDF section on page 3 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,Dockerfile APK package manager is configured to allow untrusted repositories,Page 4,0.89,High,Content mapped to PDF section on page 4 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Dockerfile APT package manager is configured to allow unauthenticated packages,Page 4,0.89,High,Content mapped to PDF section on page 4 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Dockerfile APT package manager is configured to force package installations without prompts or verifications,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Dockerfile Node.js certificate validation is disabled with the NODE_TLS_REJECT_UNAUTHORIZED environment variable,Page 4,0.78,High,Content mapped to PDF section on page 4 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,Dockerfile RPM package manager is configured to skip package signature checks,Page 4,0.89,High,Content mapped to PDF section on page 4 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Dockerfile YUM package manager is configured to skip GPG signature checks,Page 4,0.92,High,Content mapped to PDF section on page 4 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Dockerfile certificate validation is disabled with curl,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Dockerfile certificate validation is disabled with the PYTHONHTTPSVERIFY environment variable,Page 4,0.81,High,Content mapped to PDF section on page 4 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,Dockerfile certificate validation is disabled with the pip '--trusted-host' option,Page 4,0.89,High,Content mapped to PDF section on page 4 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Dockerfile certificate validation is disabled with wget,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Dockerfile configuration disables strict SSL for NPM,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Dockerfile configures GIT to disable SSL verification,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Dockerfile contains the use of 'sudo',Page 2,0.85,High,Content mapped to PDF section on page 2 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Dockerfile sets NPM configuration to disable strict SSL,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Dockerfile sets YUM configuration to disable SSL verification,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Dockerfile uses a trusted host with pip,Page 2,0.89,High,Content mapped to PDF section on page 2 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Document AI Processors not encrypted with a Customer Managed Key (CMK),Page 4,0.97,High,Content mapped to PDF section on page 4 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Document AI Warehouse Location is not configured to use a Customer Managed Key (CMK),Page 4,0.9,High,Content mapped to PDF section on page 4 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,DocumentDB is not encrypted at rest,Page 3,0.85,High,Content mapped to PDF section on page 3 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Domain Name System (DNS) query logging is not enabled for Amazon Route 53 hosted zones,Page 4,0.87,High,Content mapped to PDF section on page 4 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Domain Name System Security Extensions (DNSSEC) signing is not enabled for Amazon Route 53 public hosted zones,Page 4,0.76,High,Content mapped to PDF section on page 4 with confidence 0.76.
mapped_policies_output_hf_lexical.csv,Doppler API Key detected in code,Page 2,0.8,High,Content mapped to PDF section on page 2 with confidence 0.8.
mapped_policies_output_hf_lexical.csv,Download of Machine Learning Model Without Integrity Check,Page 5,0.99,High,Content mapped to PDF section on page 5 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,DroneCI Token detected in code,Page 2,0.79,High,Content mapped to PDF section on page 2 with confidence 0.79.
mapped_policies_output_hf_lexical.csv,Dropbox App Credential detected in code,Page 2,0.9,High,Content mapped to PDF section on page 2 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Dynamic code execution (vulnerable to injection attacks),Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Dynamic path construction risk,Page 3,0.81,High,Content mapped to PDF section on page 3 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,DynamoDB PITR is disabled,Page 2,0.73,High,Content mapped to PDF section on page 2 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,DynamoDB table replica does not use CMK KMS encryption,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Dynamodb point in time recovery is not enabled for global tables,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Dynatrace token detected in code,Page 2,0.82,High,Content mapped to PDF section on page 2 with confidence 0.82.
mapped_policies_output_hf_lexical.csv,EBS does not have an AWS Backup backup plan,Page 2,0.91,High,Content mapped to PDF section on page 2 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,EC2 Auto Scaling groups are not utilizing EC2 launch templates,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,EC2 EBS is not optimized,Page 2,0.69,Medium,Content mapped to PDF section on page 2 with confidence 0.69.
mapped_policies_output_hf_lexical.csv,EC2 user data exposes secrets,Page 2,0.77,High,Content mapped to PDF section on page 2 with confidence 0.77.
mapped_policies_output_hf_lexical.csv,EC2 with IAM role attached has iam:PassRole and ec2:Run Instances permissions,Page 4,0.89,High,Content mapped to PDF section on page 4 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,EC2 with IAM role attached has s3:GetObject and s3:ListBucket permissions,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,ECR image scan on push is not enabled,Page 3,0.85,High,Content mapped to PDF section on page 3 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,ECR image tags are not immutable,Page 3,0.81,High,Content mapped to PDF section on page 3 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,ECS Fargate services are not ensured to run on the latest Fargate platform version,Page 4,0.88,High,Content mapped to PDF section on page 4 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,ECS task definitions have their own unique process namespace or share the host's process namespace,Page 4,0.81,High,Content mapped to PDF section on page 4 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,EFS Access Points are not enforcing a root directory,Page 1,0.97,High,Content mapped to PDF section on page 1 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,EFS volumes in ECS task definitions do not have encryption in transit enabled,Page 4,0.91,High,Content mapped to PDF section on page 4 with confidence 0.91.
mapped_policies_output_hf_lexical.csv,EKS clusters are not running on a supported Kubernetes version,Page 4,0.99,High,Content mapped to PDF section on page 4 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Educational bot activity,Page 2,0.73,High,Content mapped to PDF section on page 2 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,ElastiCache cluster is using the default subnet group,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Elastic Beanstalk environments do not have enhanced health reporting enabled,Page 4,0.9,High,Content mapped to PDF section on page 4 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Elastic Email Key detected in code,Page 2,0.83,High,Content mapped to PDF section on page 2 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,Elastic load balancers do not use SSL Certificates provided by AWS Certificate Manager,Page 4,0.86,High,Content mapped to PDF section on page 4 with confidence 0.86.
mapped_policies_output_hf_lexical.csv,Elasticsearch Domain Audit Logging is disabled,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Elasticsearch domains are not configured with a minimum of three dedicated master nodes,Page 4,0.85,High,Content mapped to PDF section on page 4 with confidence 0.85.
mapped_policies_output_hf_lexical.csv,Encryption Keys are less than 16 bytes,Page 2,0.87,High,Content mapped to PDF section on page 2 with confidence 0.87.
mapped_policies_output_hf_lexical.csv,Encryption algorithm not using secure modes and padding,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Encryption algorithms should be used with secure mode and padding scheme,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Encryption keys below 2048 bit,Page 2,0.78,High,Content mapped to PDF section on page 2 with confidence 0.78.
mapped_policies_output_hf_lexical.csv,Encryption keys with less than 128 bits,Page 2,0.88,High,Content mapped to PDF section on page 2 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Encryption providers are not appropriately configured,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,End-of-session logging disabled on Palo Alto Networks security policies,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Enforce HTTPS Access for S3 Buckets,Page 3,0.84,High,Content mapped to PDF section on page 3 with confidence 0.84.
mapped_policies_output_hf_lexical.csv,Ensure AWS API gateway enables Create before Destroy,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Ensure Usage of JWT Algo,Page 2,0.7,Medium,Content mapped to PDF section on page 2 with confidence 0.7.
mapped_policies_output_hf_lexical.csv,Ensure no LDAP anonymous binds are used,Page 2,0.88,High,Content mapped to PDF section on page 2 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Ensure superuser port is not set,Page 2,0.81,High,Content mapped to PDF section on page 2 with confidence 0.81.
mapped_policies_output_hf_lexical.csv,Ensure trust boundary is not violated,Page 3,0.88,High,Content mapped to PDF section on page 3 with confidence 0.88.
mapped_policies_output_hf_lexical.csv,Entra ID user can impersonate an Entra ID application with permission to add members to a group with admin privileges at the subscription/management group level,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Entra ID user owns an Entra ID service account with permission to add members to a group with admin privileges at the subscription/management group level,Page 4,0.73,High,Content mapped to PDF section on page 4 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Environment variables exposed when printed to log in Azure Pipelines,Page 4,0.96,High,Content mapped to PDF section on page 4 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,Escape markup is removed leading to risk for XSS,Page 2,0.98,High,Content mapped to PDF section on page 2 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Event Hub Namespace not using TLS 1.2 or greater,Page 2,0.96,High,Content mapped to PDF section on page 2 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,EventBridge Scheduler Schedule is not using a Customer Managed Key (CMK),Page 4,0.95,High,Content mapped to PDF section on page 4 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,Eventbrite Oauth2 Keys detected in code,Page 2,0.9,High,Content mapped to PDF section on page 2 with confidence 0.9.
mapped_policies_output_hf_lexical.csv,Events for Organization Account - Catalyst,Page 2,0.92,High,Content mapped to PDF section on page 2 with confidence 0.92.
mapped_policies_output_hf_lexical.csv,Excessive GitHub Actions pipeline permissions on the repository,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Excessive GitHub App permissions,Page 2,0.83,High,Content mapped to PDF section on page 2 with confidence 0.83.
mapped_policies_output_hf_lexical.csv,Excessive directory permissions in Go applications,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Excessive file modification permissions,Page 2,0.93,High,Content mapped to PDF section on page 2 with confidence 0.93.
mapped_policies_output_hf_lexical.csv,Excessive file write permissions,Page 3,0.84,High,Content mapped to PDF section on page 3 with confidence 0.84.
mapped_policies_output_hf_lexical.csv,Excessive login failures,Page 2,0.73,High,Content mapped to PDF section on page 2 with confidence 0.73.
mapped_policies_output_hf_lexical.csv,Excessive user permissions to a BitBucket repository,Page 4,0.65,Medium,
mapped_policies_output_hf_lexical.csv,Excessive user permissions to a GitHub repository,Page 4,0.62,Medium,
mapped_policies_output_hf_lexical.csv,Excessive user permissions to a GitLab project,Page 2,0.97,High,Content mapped to PDF section on page 2 with confidence 0.97.
mapped_policies_output_hf_lexical.csv,Execution history logging is not enabled on the State Machine,Page 4,0.98,High,Content mapped to PDF section on page 4 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Exposure to tainted data in headers leading to potential CRLF injection,Page 4,0.94,High,Content mapped to PDF section on page 4 with confidence 0.94.
mapped_policies_output_hf_lexical.csv,Expression injection (OGNL),Page 2,0.74,High,Content mapped to PDF section on page 2 with confidence 0.74.
mapped_policies_output_hf_lexical.csv,External control of configuration settings,Page 2,0.95,High,Content mapped to PDF section on page 2 with confidence 0.95.
mapped_policies_output_hf_lexical.csv,External control of system or configuration setting,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Fastly Personal Token detected in code,Page 2,0.89,High,Content mapped to PDF section on page 2 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,File Creation in Publicly Shared Directories,Page 2,0.96,High,Content mapped to PDF section on page 2 with confidence 0.96.
mapped_policies_output_hf_lexical.csv,File path not validated for file writes,Page 2,0.89,High,Content mapped to PDF section on page 2 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,File path not validated in file uploads,Page 2,0.89,High,Content mapped to PDF section on page 2 with confidence 0.89.
mapped_policies_output_hf_lexical.csv,Files and directories are assigned loose permissions,Page 1,0.99,High,Content mapped to PDF section on page 1 with confidence 0.99.
mapped_policies_output_hf_lexical.csv,Files or directories accessible to external parties,Page 1,0.98,High,Content mapped to PDF section on page 1 with confidence 0.98.
mapped_policies_output_hf_lexical.csv,Financial bot activity,Page 2,0.7,Medium,Content mapped to PDF section on page 2 with confidence 0.7.
mapped_policies_output_hf_lexical.csv,Firebase Cloud Messaging API key detected in code,Page 2,0.99,High,Content mapped to PDF section on page 2 with confidence 0.99.
