Policy Name,Confidence Score
GCP Firewall with Inbound rule overly permissive to All Traffic,71
GCP GCR Container Vulnerability Scanning is disabled,70
GCP GKE K8s service with network path from the internet (0.0.0.0/0),67
GCP GKE K8s service with network path from the internet (0.0.0.0/0) on ports 80/443,69
GCP GKE K8s service with network path from the untrust internet source on ports with high risk,69
GCP GKE cluster - at least 1 node  pool has status not running,69
GCP GKE cluster - no node  pool has status not running state,70
GCP GKE cluster node boot disk not encrypted with CMEK,69
GCP GKE unsupported Master node version,68
GCP GKE unsupported node version,68
GCP GitHub Actions OIDC trust policy is insecurely configured,68
GCP Google Workspace Super Admin not enrolled with 2-step verification,68
GCP Google Workspace User not enrolled with 2-step verification,68
GCP Google compute firewall ingress allow FTP port (20) access,70
GCP Groups and Service Accounts with Administrative Permissions,78
GCP Groups and Service Accounts with Excessive Policies,75
GCP Groups and Service Accounts with IAM Data Read permissions are unused for 90 days,74
GCP Groups and Service Accounts with IAM Data Write permissions are unused for 90 days,74
GCP Groups and Service Accounts with IAM Metadata Read permissions are unused for 90 days,74
GCP Groups and Service Accounts with IAM Metadata Write permissions are unused for 90 days,74
GCP HTTPS Load balancer SSL Policy not using restrictive profile,71
GCP HTTPS Load balancer is configured with SSL policy having TLS version 1.1 or lower,70
GCP HTTPS Load balancer is set with SSL policy having TLS version 1.1 or lower,69
GCP IAM Service account does have admin privileges,70
GCP IAM Service account has admin privileges,71
GCP IAM Users have overly permissive service account privileges,72
GCP IAM effective permissions are over-privileged (7 days),69
GCP IAM effective permissions are over-privileged (90 days),68
GCP IAM primitive roles are in use,70
GCP IAM principals with service account privileges,74
GCP IAM user are assigned Service Account User or Service Account Token creator roles at project level,69
GCP IAM user have overly permissive Cloud KMS roles,73
GCP Identity-Aware Proxy (IAP) not enabled for External HTTP(s) Load Balancer,72
GCP KMS Symmetric key not rotating in every 90 days,66
GCP KMS crypto key is anonymously accessible,70
GCP KMS keys are not protected from deletion,69
GCP Kubernetes Engine Cluster Client Certificate is not disabled,71
GCP Kubernetes Engine Cluster Nodes have default Service account for Project access,74
GCP Kubernetes Engine Clusters have Alias IP disabled,69
GCP Kubernetes Engine Clusters have Alpha cluster feature enabled,71
GCP Kubernetes Engine Clusters have Cloud Logging disabled,74
GCP Kubernetes Engine Clusters have Cloud Monitoring disabled,74
GCP Kubernetes Engine Clusters have HTTP load balancing disabled,69
GCP Kubernetes Engine Clusters have Legacy Authorization enabled,71
GCP Kubernetes Engine Clusters have Master authorized networks disabled,70
GCP Kubernetes Engine Clusters have Network policy disabled,71
GCP Kubernetes Engine Clusters have binary authorization disabled,70
GCP Kubernetes Engine Clusters have legacy compute engine metadata endpoints enabled,70
GCP Kubernetes Engine Clusters have pod security policy disabled,71
GCP Kubernetes Engine Clusters network firewall inbound rule overly permissive to all traffic,73
GCP Kubernetes Engine Clusters not configured with network traffic egress metering,70
GCP Kubernetes Engine Clusters not configured with private nodes feature,70
GCP Kubernetes Engine Clusters not using Container-Optimized OS for Node image,67
GCP Kubernetes Engine Clusters using the default network,71
GCP Kubernetes Engine Clusters without any label information,71
GCP Kubernetes Engine cluster not using Release Channel for version management,73
GCP Kubernetes Engine cluster workload identity is disabled,70
GCP Kubernetes Engine private cluster has private endpoint disabled,65
GCP Kubernetes cluster Application-layer Secrets not encrypted,68
GCP Kubernetes cluster Shielded GKE Nodes feature disabled,69
GCP Kubernetes cluster intra-node visibility disabled,71
GCP Kubernetes cluster node auto-repair configuration disabled,70
GCP Kubernetes cluster node auto-upgrade configuration disabled,69
GCP Kubernetes cluster not in redundant zones,69
GCP Kubernetes cluster shielded GKE node with Secure Boot disabled,68
GCP Kubernetes cluster shielded GKE node with integrity monitoring disabled,70
GCP Kubernetes cluster size contains less than 3 nodes with auto upgrade enabled,71
GCP Kubernetes engine clusters have client certificate disabled,71
GCP Lateral Access Expansion by Making Cloud Run Publicly Executable,75
GCP Load Balancer HTTPS proxy permits SSL policies with weak cipher suites,67
GCP Load Balancer SSL proxy permits SSL policies with weak cipher suites,67
GCP Load balancer HTTPS target proxy configured with default SSL policy instead of custom SSL policy,68
GCP Load balancer HTTPS target proxy is not configured with QUIC protocol,70
GCP Log bucket retention policy is not configured using bucket lock,67
GCP Log bucket retention policy not enabled,69
GCP Log metric filter and alert does not exist for Audit Configuration Changes,76
GCP Log metric filter and alert does not exist for Cloud Storage IAM permission changes,76
GCP Log metric filter and alert does not exist for IAM custom role changes,75
GCP Log metric filter and alert does not exist for Project Ownership assignments/changes,75
GCP Log metric filter and alert does not exist for SQL instance configuration changes,73
GCP Log metric filter and alert does not exist for VPC Network Firewall rule changes,75
GCP Log metric filter and alert does not exist for VPC network changes,75
GCP Log metric filter and alert does not exist for VPC network route changes,75
GCP Log metric filter and alert does not exist for VPC network route delete and insert,70
GCP Log metric filter and alert does not exist for VPC network route patch and insert,69
GCP Memorystore for Redis instance does not use in transit encryption,72
GCP Memorystore for Redis instance has AUTH disabled,71
GCP Memorystore for Redis instance not encrypted with CMEK,70
GCP MySQL instance database flag skip_show_database is not set to on,67
GCP MySQL instance with local_infile database flag is not disabled,68
GCP OS Image is publicly accessible,69
GCP PostgreSQL instance database flag cloudsql.enable_pgaudit is not set to on,67
GCP PostgreSQL instance database flag log_connections is disabled,66
GCP PostgreSQL instance database flag log_disconnections is disabled,66
GCP PostgreSQL instance database flag log_duration is not set to on,69
GCP PostgreSQL instance database flag log_error_verbosity is not set to default or stricter,70
GCP PostgreSQL instance database flag log_executor_stats is not set to off,69
GCP PostgreSQL instance database flag log_hostname is not set to off,69
GCP PostgreSQL instance database flag log_lock_waits is disabled,66
GCP PostgreSQL instance database flag log_min_duration_statement is not set to -1,68
GCP PostgreSQL instance database flag log_min_error_statement is not set to Error or higher,70
GCP PostgreSQL instance database flag log_min_messages is not set to Warning or higher,69
GCP PostgreSQL instance database flag log_parser_stats is not set to off,69
GCP PostgreSQL instance database flag log_planner_stats is not set to off,69
GCP PostgreSQL instance database flag log_statement is not set appropriately,69
GCP PostgreSQL instance database flag log_statement_stats is not set to off,70
GCP PostgreSQL instance database flag log_temp_files is not set to 0,69
GCP PostgreSQL instance with log_checkpoints database flag is disabled,66
GCP Project audit logging is not configured properly across all services and all users in a project,71
GCP Project-Wide Lateral Movement via SSH Key Modification for VMs,72
GCP Projects do have OS Login disabled,68
GCP Projects have OS Login disabled,69
GCP Pub/Sub Topics are anonymously or publicly accessible,71
GCP Pub/Sub Topics are not encrypted with Customer Supplied Encryption Keys (CSEK),71
GCP SQL Instance not encrypted with CMEK,69
GCP SQL Instance with public IP address does not have authorized network configured,66
GCP SQL Instances do not have SSL configured for incoming connections,73
GCP SQL Instances do not have valid SSL configuration,69
GCP SQL Instances without any Label information,69
GCP SQL MySQL DB instance point-in-time recovery backup (Binary logs) is not enabled,69
GCP SQL Server instance database flag 'contained database authentication' is enabled,70
GCP SQL Server instance database flag 'cross db ownership chaining' is enabled,70
GCP SQL database does not use the latest Major version,71
GCP SQL database instance deletion protection is disabled,68
GCP SQL database instance does not have backup configuration enabled,68
GCP SQL database instance is not configured with automated backups,69
GCP SQL database is assigned with public IP,70
GCP SQL database is publicly accessible,69
GCP SQL instance configured with overly permissive authorized networks,69
GCP SQL server instance database flag 3625 (trace flag) is not set to on,67
GCP SQL server instance database flag external scripts enabled is not set to off,70
GCP SQL server instance database flag remote access is not set to off,69
GCP SQL server instance database flag user connections is not set,67
GCP SQL server instance database flag user options is set,67
GCP Secrets Manager secret has no expiration date,68
GCP Secrets Manager secret not encrypted with CMEK,68
GCP Service Account Auth Key detected in code,70
GCP Service account is publicly accessible,71
GCP Spanner Database drop protection disabled,68
GCP Spanner Databases not encrypted with CMEK,70
GCP Storage Bucket does not have Access and Storage Logging enabled,73
GCP Storage Bucket encryption not configured with Customer-Managed Encryption Key (CMEK),71
GCP Storage Bucket storing GCP Vertex AI pipeline output data,68
GCP Storage Bucket storing GCP Vertex AI training pipeline output model,69
GCP Storage Bucket storing Vertex AI model,68
GCP Storage Buckets with publicly accessible GCP logs,73
GCP Storage bucket CMEK not rotated every 90 days,66
GCP Storage bucket is anonymously or publicly accessible,69
GCP Storage bucket using a disabled CMEK,68
GCP Storage bucket with object versioning disabled,68
GCP Storage buckets are publicly accessible to all authenticated users,74
GCP Storage buckets are publicly accessible to all users,76
GCP Storage log buckets have object versioning disabled,69
GCP User managed service account keys are not rotated for 90 days,73
GCP User managed service accounts have user managed service account keys,71
GCP User with IAM write access level permissions,71
GCP Users and Machine Identities with Administrative Permissions,73
GCP Users and Machine Identities with Excessive Policies,74
GCP Users and Machine Identities with IAM Data Read permissions are unused for 90 days,73
GCP Users and Machine Identities with IAM Data Write permissions are unused for 90 days,73
GCP Users and Machine Identities with IAM Metadata Read permissions are unused for 90 days,74
GCP Users and Machine Identities with IAM Metadata Write permissions are unused for 90 days,74
GCP VM Instances enabled with Pre-Emptible termination,70
GCP VM Instances without any Custom metadata information,71
GCP VM disks not encrypted with Customer-Supplied Encryption Keys (CSEK),71
GCP VM instance Confidential VM service disabled,71
GCP VM instance OS login overrides Project metadata OS login configuration,66
GCP VM instance configured with default service account,68
GCP VM instance has risky basic role assigned,67
GCP VM instance serial port output logging is enabled,72
GCP VM instance template with IP forwarding enabled,68
GCP VM instance used by Vertex AI Workbench Instance,67
GCP VM instance using a default service account with Cloud Platform access scope,77
GCP VM instance with Shielded VM Secure Boot disabled,67
GCP VM instance with Shielded VM features disabled,69
GCP VM instance with data destruction permissions,69
GCP VM instance with database management write access permissions,71
GCP VM instance with network path from the internet (0.0.0.0/0),65
GCP VM instance with network path from the internet (0.0.0.0/0) on Admin ports,67
GCP VM instance with network path from the internet (0.0.0.0/0) on ports 80/443,67
GCP VM instance with network path from the untrust internet source on ports with high risk,68
GCP VM instance with permissions over Deployments Manager,66
GCP VM instance with permissions to disrupt logging,68
GCP VM instance with permissions to impersonate a service account,70
GCP VM instance with the external IP address,70
GCP VM instance with write permissions on deny policies,67
GCP VM instances do have block project-wide SSH keys feature disabled,67
GCP VM instances have IP Forwarding enabled,70
GCP VM instances have block project-wide SSH keys feature disabled,67
GCP VM instances have serial port access enabled,72
GCP VM instances with excessive service account permissions,72
GCP VPC Flow logs for the subnet is set to Off,79
GCP VPC Network subnets have Private Google access disabled,70
GCP VPC Network subnets have Private Google access for IPv6 disabled,73
GCP VPC network not configured with DNS policy with logging enabled,70
GCP Vertex AI Endpoint not encrypted with CMEK,69
GCP Vertex AI Metadata Store does not use a Customer Manager Key (CMK),70
GCP Vertex AI Workbench Instance JupyterLab interface access mode set to single user,69
GCP Vertex AI Workbench Instance auto-upgrade is disabled,66
GCP Vertex AI Workbench Instance has Integrity monitoring disabled,69
GCP Vertex AI Workbench Instance has Secure Boot disabled,67
GCP Vertex AI Workbench Instance has root access enabled,70
GCP Vertex AI Workbench Instance has vTPM disabled,66
GCP Vertex AI Workbench Instance is using default service account with the editor role,67
GCP Vertex AI Workbench user-managed notebook auto-upgrade is disabled,66
GCP Vertex AI Workbench user-managed notebook has Integrity monitoring disabled,71
GCP Vertex AI Workbench user-managed notebook has vTPM disabled,67
GCP Vertex AI Workbench user-managed notebook is using default service account with the editor role,69
GCP Vertex AI Workbench user-managed notebook's JupyterLab interface access mode is set to single user,70
GCP Vertex AI datasets do not use a Customer Manager Key (CMK),71
GCP Vertex AI instances are not private,68
GCP backend bucket having dangling GCP Storage bucket,65
GCP cloud build workers are not private,73
GCP cloud storage bucket with uniform bucket-level access disabled,76
GCP data flow jobs are not encrypted with Customer Supplied Encryption Keys (CSEK),72
GCP data fusion instances are not private,70
GCP project is configured with legacy network,67
GCP project is using the default network,70
GCP public-facing (external) global load balancer using HTTP protocol,70
GCP public-facing (external) regional load balancer using HTTP protocol,71
GCP resources that are publicly accessible through IAM policies,75
GCP resources that support labels do not have labels,73
GCP service accounts with 'Editor' role on folder level,70
GCP service accounts with 'Editor' role on org level,73
GCP service accounts with 'Owner' role on folder level,70
GCP service accounts with 'Owner' role on org level,73
GCP service accounts with permissions to deploy new resources,75
GCP storage bucket is logging to itself,69
GCP users with 'Editor' role on folder level,67
GCP users with 'Editor' role on org level,69
GCP users with 'Owner' role on folder level,66
GCP users with 'Owner' role on org level,67
GCP users with Service Account Token Creator role,73
GCP users with permissions to deploy new resources,75
GKE NodePool configuration managed at cluster level,72
GKE control plane is public,64
Generic bot activity,69
Geo-Replicated Not Enabled for Azure Container Registry (ACR),73
GitHub Actions Environment Secrets defined in Terraform are not encrypted,69
GitHub Actions environment variables exposed when printed to log,69
GitHub Actions is enabled and not used in a GitHub repository,71
GitHub Actions pipeline commands transmit data over an unencrypted channel,68
GitHub Actions pipeline uploads GITHUB_TOKEN in artifact,65
GitHub Actions pipeline vulnerable to command injection,72
GitHub Actions workflow allows command execution through the standard output stream,74
GitHub Repository defined in Terraform doesn't have vulnerability alerts enabled,71
GitHub Token detected in code,68
GitHub User account is missing 2FA,68
GitHub branch protection not enforced on administrators,71
GitHub deploy key has a weak SSH signature,68
GitHub deploy keys assigned with write permissions,70
GitHub inactive user account programmatic credentials,70
GitHub organization members can create public repositories,68
GitHub organization secret not scoped,67
GitHub organization webhook SSL verification is disabled,70
GitHub organization's identity not confirmed with a verified badge,69
GitHub private repository made public,67
GitHub pull request configurations defined in Terraform have less than 2 approvals,71
GitHub repository defined in Terraform does not have GPG signatures for all commits,76
GitHub repository defined in Terraform is not Private,69
GitHub repository missing NPM lock file,67
GitHub repository webhook SSL verification is disabled,70
GitHub repository webhook defined in Terraform does not use a secure SSL,70
GitHub webhooks sent over unencrypted channel,66
GitLab CI environment variables exposed when printed to log,69
GitLab CI pipeline commands transmit data over an unencrypted channel,69
GitLab CI/CD accesses cloud provider using insecure long-term credentials,73
GitLab Token detected in code,68
GitLab Variable is not scoped to an environment,71
GitLab Webhooks sent over unencrypted channel,66
GitLab branch protection rule allows push to default branch,70
GitLab deploy keys assigned with write permissions,71
GitLab project configured for group-wide access using job token,76
GitLab project job token authorized to access other GitLab projects,72
GitLab project webhook SSL verification disabled,69
GitLab repository missing NPM lock file,67
Github Actions accesses cloud provider using insecure long-term credentials,71
Gitlab branch protection rules defined in Terraform allow force push,67
Gitlab project defined in Terraform does not prevent secrets,67
Gitlab project defined in Terraform does not require signed commits,68
Gitlab project defined in Terraform requires fewer than 2 approvals,68
Glacier Vault access policy is public and not restricted to specific services or principals,73
Global Accelerator does not have Flow logs enabled,70
Global schemes use 'httpa' protocol instead of 'https',71
Glue Data Catalog encryption is not enabled,73
Google API Keys detected in code,65
Google Cloud Platform network is not ensured to define a firewall,74
Google OAuth2 token detected in code,64
Grafana Token detected in code,66
Grafana service account token detected in code,71
Granting `create` permissions to `nodes/proxy` or `pods/exec` sub resources allows potential privilege escalation,72
GuardDuty is not enabled to specific org/region,69
HTML autoescape mechanism globally disabled,67
HTTP Library activity,66
"HTTP request smuggling risk due to publicly exposed and vulnerable AWS EC2 instance [HAProxy, CVE-2023-25725]",70
"HTTP request smuggling risk due to publicly exposed and vulnerable Azure Virtual Machine [HAProxy, CVE-2023-25725]",68
"HTTP request smuggling risk due to publicly exposed and vulnerable GCP VM instance [HAProxy, CVE-2023-25725]",69
HTTP requests that exhibit unusual characteristics,67
HTTP response headers should not be vulnerable to injection attacks,72
HTTPS url not used with Ansible get_url module,67
HTTPS url not used with Ansible uri,66
Hard-coded secrets found in Parameter Store values,68
Hardcoded passwords are being used,70
Hash functions used without an unpredictable salt,68
Hash used without salt,65
HashiCorp Vault Unseal Key detected in code,66
HashiCorp Vault token detected in code,67
Healthcheck instructions have not been added to container images,70
Heroku Platform Key detected in code,68
Hex High Entropy String detected in code,65
Host VM Images detected with known Vulnerabilities,69
Host contains Grayware,67
Host contains Malware,69
Host workloads detected with Runtime Incidents,68
Hosts detected with known Vulnerabilities,70
HubSpot API Key detected in code,68
Hugging Face token detected in code,67
IAM Policy Document Allows All or Any AWS Principal Permissions to Resources,78
IAM User has access to the console,74
IAM User with IAM wildcard resource access,72
"IAM based lateral movement risk due to a publicly exposed and vulnerable AWS EC2 instance with permissions to create new IAM identities (User, Group or Role)",70
IAM policies allow data exfiltration,70
IAM policies allow exposure of credentials,73
IAM policies allow permissions management or resource exposure without constraints,71
IAM policies allow privilege escalation,70
IAM policies allow write access without constraints,73
IAM policy defines public access,72
IAM policy document allows all resources with restricted actions,79
IAM policy uses the AWS AdministratorAccess policy,71
IAM workload identity pool provider is not restricted,71
IBM COS HMAC credential detected in code,67
IBM Cloud API key creation is not restricted in account settings in Terraform,73
IBM Cloud Application Load Balancer for VPC has public access enabled in Terraform,76
IBM Cloud IAM Key detected in code,71
IBM Cloud Kubernetes clusters are accessible by using public endpoint in Terraform,73
IBM Cloud Multi-Factor Authentication (MFA) not enabled at the account level in Terraform,73
IBM Cloud Service ID creation is not restricted in account settings in Terraform,72
IBM Cloud Virtual Private Cloud (VPC) classic access is enabled in Terraform,73
IP Hijacking risk due to a publicly exposed and vulnerable EC2 instance with risky Elastic IP Hijacking permissions,70
IP Hijacking risk due to an AWS EC2 instance with unusual usage of instance role credentials and Elastic IP Hijacking permissions,72
IP Hijacking risk due to publicly exposed admin ports on AWS EC2 instance with Elastic IP Hijacking permissions,69
IPsec profile uses insecure authentication algorithms on Palo Alto Networks devices,69
IPsec profile uses insecure authentication protocols on Palo Alto Networks devices,70
Image pull policy is not set to Always,70
Image tag is not set to Fixed,71
Images are not selected using a digest,69
Improper Access Control,71
Improper Authorization in Handler for Custom URL Scheme,69
Improper Handling of Unicode Encoding,64
Improper Input Validation,67
Improper Restriction of XML External Entity Reference,73
Improper authentication,67
Improper certificate validation for hostname verification,73
Improper certificate validation with HTTP client,65
Improper certification validation,68
Improper control of external configuration inputs leading to potential code injection,73
Improper handling of checking for unusual or exceptional conditions,71
Improper handling of highly compressed data,68
Improper limitation of a pathname,71
Improper logger configuration,69
Improper neutralization of argument delimiters in a command ('Argument Injection'),73
Improper neutralization of data within XPath expressions ('XPath Injection'),71
Improper neutralization of inputs used in an SQL query,68
Improper neutralization of special elements in output used by a downstream component ('Injection'),70
Improper neutralization of special elements used in a command,66
Improper neutralization of special elements used in an OS command ('OS Command Injection'),68
Improper neutralization of special elements used in an expression language statement ('Expression Language Injection'),71
Improper neutralization of user input in query logic,70
Improper neutralization of wildcards,71
Improper privilege management,69
Improper restriction of operations within the bounds of a memory buffer,69
Improper validation of certificate with host mismatch,70
Inactive GitLab user accounts,73
Inadequate RSA encryption strength,70
Inadequate SSL/TLS encryption strength,71
Inadequate encryption strength for HTTPS,75
Inadequate encryption strength with Hazelcast library,68
Include ACL (Access Control List) not defined for a security zone in Palo Alto Networks devices with User-ID enabled,72
Incorrect access of indexable resource,69
Incorrect behavior order: validate before canonicalize,64
Incorrect type conversion or cast,64
Information exposure through an error message,66
Insecure AES initialization vector usage,71
Insecure SSH,65
Insecure SSL Server Identity Verification Disabled,69
Insecure TLS cipher algorithm,65
Insecure communication using postMessage and event listeners,72
Insecure definition of secret variable in Azure pipeline,67
Insecure exception logging with output streams,70
Insecure file permissions setting,65
Insecure use of `eval` with non-string parameters,70
Insecure use of crypto.pseudoRandomBytes,72
Insecure use of no password or weak password when connecting to a database,63
Insecure use of weak hashing algorithms,71
Instance affected by Apache Log4j JDBC Appender remote code execution vulnerability is exposed to network traffic from the internet [CVE-2021-44832],70
Instance affected by Apache Log4j Thread Context Map remote code execution vulnerability is exposed to network traffic from the internet [CVE-2021-45046],69
Instance affected by Apache Log4j denial of service vulnerability is exposed to network traffic from the internet [CVE-2021-45105],69
Instance affected by Apache Log4j vulnerability is exposed to network traffic from the internet [CVE-2021-44228],68
Instance affected by Argo CD vulnerability is exposed to network traffic from the internet [CVE-2022-24348],68
Instance affected by Dirty Pipe vulnerability is exposed to network traffic from the internet [CVE-2022-0847],71
Instance affected by Java Psychic Signatures vulnerability is exposed to network traffic from the internet [CVE-2022-21449],67
Instance affected by Linux kernel container escape vulnerability is exposed to network traffic from the internet [CVE-2022-0185],68
Instance affected by OMIGOD vulnerability is exposed to network traffic from the internet [CVE-2021-38647],70
Instance affected by OpenSSL X.509 email address 4-Byte BOF (Spooky SSL) vulnerability is exposed to network traffic from the internet [CVE-2022-3602],67
Instance affected by SMB DCE/RPC remote code execution vulnerability is exposed to network traffic from the internet [CVE-2022-26809],69
Instance affected by Samba vfs_fruit module remote code execution vulnerability is exposed to network traffic from the internet [CVE-2021-44142],69
Instance affected by Spring Cloud Function SpringShell vulnerability is exposed to network traffic from the internet [CVE-2022-22963],70
Instance affected by Spring Framework SpringShell vulnerability is exposed to network traffic from the internet [CVE-2022-22965],70
Instance affected by Text4shell RCE vulnerability is exposed to network traffic from the internet [CVE-2022-42889],69
Instance is communicating with ports known to mine Bitcoin,71
Instance is communicating with ports known to mine Ethereum,69
Instances exposed to network traffic from the internet,72
Integer overflow during type conversion,68
Integrity of the data during transmission is not being verified,77
Intercom Access Token detected in code,72
Internal NPM package is not scoped in Azure repository,67
Internal NPM package is not scoped in BitBucket repository,67
Internal NPM package is not scoped in GitHub repository,67
Internal NPM package is not scoped in GitLab repository,67
Internet connectivity via TCP over insecure port,66
JSON Web Token detected in code,66
JSON Web Tokens (JWT) signature verification bypass,71
JWTs are decoded or processed without proper verification of their signature,70
Jenkins credentials stored with global scope,69
Jenkins environment variables exposed when printed to log,70
Jenkins instance traffic sent over an unencrypted channel,66
Jenkins jobs are executed with high privileges by default,69
Jenkins jobs can be executed with high privileges,69
Jenkins pipeline commands transmit data over an unencrypted channel,68
Jenkins provides full access to anonymous visitors,70
Jenkins provides full access to authenticated user accounts,73
Jenkins provides read access to anonymous visitors,70
Jira Token detected in code,68
Jobs are allowed to run on the Jenkins Controller,74
KMS policy allows public access,73
Key Exchange without Entity Authentication,69
Key vault does not allow firewall rules settings,72
Key vault does not enable soft-delete,69
Key vault key is not backed by HSM,68
Key vault secrets do not have content_type set,68
Kubelet does not use strong cryptographic ciphers,68
Kubernetes ClusterRoles that grant control over validating or mutating admission webhook configurations are not minimized,68
Kubernetes ClusterRoles that grant permissions to approve CertificateSigningRequests are not minimized,69
Kubernetes RBAC users are not managed with Google Groups for GKE,69
Kubernetes Roles and ClusterRoles that grant permissions to bind RoleBindings or ClusterRoleBindings are not minimized,61
Kubernetes Roles and ClusterRoles that grant permissions to escalate Roles or ClusterRole are not minimized,65
Kubernetes dashboard is deployed,73
Kubernetes dashboard is not disabled,69
LABEL maintainer is used instead of MAINTAINER (deprecated),70
LDAP in Jenkins is configured to use an unencrypted channel,68
LDAP queries vulnerable to injection attacks,70
Lack of neutralization of HTML tags,70
Lambda function's environment variables expose secrets,64
Last USER is root,63
Lateral movement and unauthorized IAM actions due to a publicly exposed AWS EC2 instance with IAM management access level permissions,72
Lateral movement and unauthorized access risk due to a publicly exposed and vulnerable Azure Virtual Machine with Key Vault management access,71
Lateral movement and unauthorized command execution risk due to a publicly exposed and vulnerable Azure Virtual Machine with Run Commands permissions,70
Lateral movement and unauthorized command execution risk due to malware in Azure Virtual Machine with Run Command permissions,69
LaunchDarkly Personal Token detected in code,67
Ledger feature is disabled on the database,72
Linux VM Without SSH Key,67
Liveness probe is not configured,68
Local File Inclusion payload detected in HTTP traffic,66
Local users used for Azure Storage,73
Log Forwarding Profile not selected for a Palo Alto Networks device security policy rule,75
Log levels of the GCP PostgreSQL database are not set to ERROR or lower,74
Log monitoring disabled for Azure Synapse SQL Pool,75
Logging at session start enabled on Palo Alto Networks devices,72
Logging data from untrusted sources leading to potential CRLF injection,72
Logging for Dialogflow CX agents is disabled,76
Logging for Dialogflow CX webhooks is disabled,75
Logging is disabled for Dialogflow agents,78
Logging vulnerable to injection attacks,69
MSK nodes are not private,70
MWAA environment is publicly accessible,67
Mailchimp Access Key detected in code,70
Mailgun Domain Sending Key detected in code,67
Mailgun Primary Account API key detected in code,69
Malformed HTTP traffic detected,71
Managed disks do not use a specific set of disk encryption sets for customer-managed key encryption,77
Mapbox Token detected in code,67
MariaDB server does not enable geo-redundant backups,70
MariaDB servers do not have public network access enabled set to False,68
MazeInbound,66
MazeOutbound,65
Media Search Bot activity,66
Memcached default UDP port is publicly accessible,69
Memcached-UDP-Catalyst,68
Memory limits are not set,69
Memory requests are not set,68
MemoryDB snapshot is not encrypted by KMS using a customer managed Key (CMK),68
Merge request approvals in GitLab not required for default branch,70
Merging to default branch with outdated code allowed in GitHub,71
Meritsoft -  AWS Security Group Inbound rule accept  traffic on all protocols (-1) irrespective of source,74
Meritsoft - AWS Security Group allows traffic on all ports,74
"Meritsoft - AWS Security Group contains 65,535 value in ""toPort""",70
Microsoft Antimalware is not configured to automatically update Virtual Machines,68
Microsoft Teams webhook detected in code,66
Missing '.npmrc' file in Azure repository,62
Missing '.npmrc' file in Bitbucket repository,61
Missing '.npmrc' file in GitHub repository,63
Missing '.npmrc' file in GitLab repository,64
Missing HTTP server timeouts,68
Missing authentication for critical function (LDAP),72
Missing authentication for critical function (database),71
Missing integrity check for downloaded executable in Azure Pipelines pipeline,71
Missing integrity check for downloaded executable in CircleCI pipeline,70
Missing integrity check for downloaded executable in GitHub Actions pipeline,71
Missing integrity check for downloaded executable in GitLab CI pipeline,71
Missing integrity check for downloaded executable in Jenkins pipeline,71
Missing validation for paths when processing style sheets,71
MongoDB Connection String detected in code,67
MonkeyLearn API Key detected in code,66
Mounting Docker socket daemon in a container is not limited,70
Mutable orb used in the CircleCI pipeline,69
My SQL server disables geo-redundant backups,68
My SQL server does not enable Threat Detection policy,71
MySQL is not using the latest version of TLS encryption,73
MySQL server disables infrastructure encryption,73
MySQL server does not enable customer-managed key for encryption,75
NACL ingress allows all ports,74
NGINX Ingress annotation snippets contains LUA code execution,68
NGINX Ingress has annotation snippets,68
NGINX Ingress has annotation snippets which contain alias statements,67
NPM Token detected in code,68
NPM package downloaded from git without commit hash reference in a Bitbucket repository,66
NPM package downloaded from git without commit hash reference in a GitHub repository,68
NPM package downloaded from git without commit hash reference in a GitLab repository,68
NPM package downloaded from git without commit hash reference in an Azure Repos repository,66
NPM package lock file verifies in Azure repository integrity with weak hash algorithm,61
NPM package lock file verifies integrity with weak hash algorithm (BitBucket),65
NPM package lock file verifies integrity with weak hash algorithm (GitHub),65
NPM package lock file verifies integrity with weak hash algorithm (Gitlab),63
NPM project contains unused dependencies in a Bitbucket repository,68
NPM project contains unused dependencies in a GitHub repository,68
NPM project contains unused dependencies in a GitLab repository,67
NPM project contains unused dependencies in an Azure Repos repository,68
Neptune cluster instance is publicly available,68
Neptune is not encrypted with KMS using a customer managed Key (CMK),69
Neptune logging is not enabled,72
Neptune snapshot is encrypted by KMS using a customer managed Key (CMK),69
Neptune snapshot is not securely encrypted,68
Neptune storage is not securely encrypted,70
Netlify Token detected in code,68
Network Firewall Policy does not define an encryption configuration that uses a CMK,71
Network firewall encryption does not use a CMK,72
Network firewalls do not have deletion protection enabled,71
Network interfaces use public IPs,73
New Relic API Key detected in code,68
New Relic APM license key detected in code,67
New Relic Agent Token detected in code,68
New Relic Key detected in code,67
News bot activity,67
No ServiceAccount/Node should be able to read all secrets,70
No ServiceAccount/Node should have `impersonate` permissions for groups/users/service-accounts,76
No authentication is configured in Jenkins,72
Non Permissive Licenses,67
Non-Critical System Pods Run on System Nodes,69
None attributes accessed,66
Not all EIP addresses allocated to a VPC are attached to EC2 instances,71
Not all data stored in Aurora is securely encrypted at rest,72
Not all data stored in the EBS snapshot is securely encrypted,74
Not every Security Group rule has a description,75
Not only SSL are enabled for cache for Redis,71
Not only encrypted EBS volumes are attached to EC2 instances,69
Not using HttpOnly flag when setting cookies,69
Notion Integration Token detected in code,69
NuGet API Key detected in code,68
OAuth2 password flow in security definitions for OpenAPI 2.0 file,70
OAuth2 security definitions includes password flow in OpenAPI 2.0 file,70
